"id","journal","publication_date","article_type","financial_disclosure"
"10.1371/journal.pone.0000408","PLoS ONE","2007-05-02","Research Article","This work was supported by grants from the Ministry of Education, Culture, Sports, Science, and Technology, Japan, and from Japan Society for Promotion of Science and by grants for the 21st century COE program for Frontiers of Computational Science."
"10.1371/journal.pone.0000996","PLoS ONE","2007-10-03","Research Article","This study was supported by FCT/FEDER projects POCI/BIA-MIC/55466/04, POCI/BIA-PRO/55472/2004 and POCI/SAU-MMO/55476/2004. IM, RR are supported by FCT/FEDER, BD/19807/99 and BD/8296/2002 PhD grants, respectively. MASS was supported by an EMBO YIP and a Human Frontier Science Programme Grant (REF: RGP45/2005)."
"10.1371/journal.pone.0001075","PLoS ONE","2007-10-24","Research Article","This work was supported in part by NIH grants U54 CA126515, P01-A154904, U01 HL080731 and R24 CA69246 (to RW), P50-CA086355 (to RW and MJP). FKS was supported by a post-doctoral fellowship from American Heart Association (0525866T). CRB was supported by a fellowship from Novartis Foundation (formerly the Ciba-Geigy Jubilee Foundation). MJP was supported by the Human Frontier Science Program Organization (LT00369/2003)."
"10.1371/journal.pone.0001106","PLoS ONE","2007-10-31","Research Article","This work was supported by the VolkswagenStiftung (Nachwuchsgruppe and Lichtenberg-Professorship grants to HM), the Deutsche Forschungsgemeinschaft (FOR 701 TP6 and MO 1408/1-2 grants to HM; FOR 526 TP6 to ES), the University of Oldenburg (HM), the EPSRC (PJH and CRT), the Human Frontier Science Programme (CRT and KM), the EMF Biological Research Trust (PJH, CRT and KH), and the Royal Society (University Research Fellowship to CRT). The funders had no role in the study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0001126","PLoS ONE","2007-11-07","Research Article","The MDR-TB program is funded primarily by Médecins Sans Frontières, Holland, with contributions in kind from the Ministry of Health in Karakalpakstan and the National Reference Center for Mycobacteria in Germany. All the authors are connected to these three organisations, with the exception of the principal author who is currently employed elsewhere."
"10.1371/journal.pone.0001477","PLoS ONE","2008-01-23","Research Article","Supported by NIH GM075252 and GM62566 (TK). EB was supported by a fellowship from the International Human Frontier Science Program Organization (HFSPO)."
"10.1371/journal.pone.0001512","PLoS ONE","2008-01-30","Research Article","This study was supported by postdoctoral fellowships from the Human Frontier Science Program (LT00278/202) and the Leukemia and Lymphoma Society (3547-07) to TE and by a grant from the National Institutes of Health (R01AI45846) to HvB. DRL is an investigator of the Howard Hughes Medical Institute. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0001686","PLoS ONE","2008-02-27","Research Article","The work by DAH, KT and MS was funded by the Max Planck Society. The work of RS and TS is funded by the Bundesministerium für Bildung und Forschung and the work of JP and BN was supported by the Human Frontiers Science Programme (RGP 32/2004), the Belgian Federal Government, the Flemish Government and the Onderzoeksraad KU Leuven (GOA 2004/07, F.W.O. G.0214.99, F.W.O. G. 0136.00; F.W.O. G.0172.03, Poles of Attraction Program, Prime Ministers Office IUAP Nr.3P4/23, Excellentiefinanciering EF/95/010)."
"10.1371/journal.pone.0001905","PLoS ONE","2008-04-09","Research Article","This work was supported in part by a Research Grant for the RIKEN Genome Exploration Research Project from the Ministry of Education, Culture, Sports, Science, and Technology of the Japanese Government to YH; a Grant of the Genome Network Project from the Ministry of Education, Culture, Sports, Science and Technology, Japan; The Strategic Program for R&D of RIKEN; Grant for the RIKEN Frontier Research System, Functional RNA research program and Scientific Research in Priority Areas (15080211) and a project for the realization of regenerative medicine from the Ministry of Education, Culture, Sports, Science and Technology of Japanese Government to TW."
"10.1371/journal.pone.0001962","PLoS ONE","2008-04-09","Research Article","The work preformed in author's labs is supported by the grants from Deutsche Forschungsgemeinschaft, SFB 509 TPA5, FoRUM-Programm F475-2005 and the BMBF to MV, and from the Human Frontier Science Program, RGP0063/2003-C102 and the BMBF to FW."
"10.1371/journal.pone.0002457","PLoS ONE","2008-08-21","Research Article","We acknowledge financial support from JGI, Human Frontier Science Program (RGP 0221), Deutsche Forschungsgemeinschaft (Schi 277/20-2), National Science Foundation (NSF RR 19895), National Science Foundation Graduate Research Fellowship (R.D.R) and Yale University Life Sciences Computing Center and NIH grant: RR19895, which funded the instrumentation. Genome sequencing was performed under the auspices of the US Department of Energy's Office of Science, Biological and Environmental Research Program, and supported by the University of California, Lawrence Livermore National Laboratory, Lawrence Berkeley National Laboratory, and Los Alamos National Laboratory. The Center for Integrative Genomics is supported by a grant from the Gordon and Betty Moore Foundation."
"10.1371/journal.pone.0002506","PLoS ONE","2008-06-25","Research Article","A.G.L. thanks the EMBL and the EU Network of Excellence “The Epigenome” for financial support. A.G.L. is the recipient of a Young Investigator Award from the Human Frontiers Science Program."
"10.1371/journal.pone.0002677","PLoS ONE","2008-07-16","Research Article","This work was supported by the 21C Frontier Microbial Genomics and Application Center Program, Ministry of Science & Technology (Grant MG05-0306-3-0), Republic of Korea, and by the Korea Research Foundation (Grant KRF-2004-005-C00148)."
"10.1371/journal.pone.0002920","PLoS ONE","2008-08-06","Research Article","SZ gratefully acknowledges a John Simon Guggenheim Fellowship to provide freedom to pursue new frontiers of research of membrane proteins. BC was partly supported from the NSF-CCR-0122419 MIT Center for Bits & Atoms. HC was supported by MIT-UROP program. This work was also supported in part from a generous grant from ROHM Corporation, Kyoto, Japan."
"10.1371/journal.pone.0003164","PLoS ONE","2008-09-08","Research Article","L.J. was supported by SNF grant #3100A0-114001 to M.Z. A.K. was supported by a grant from the Bonizzi-Theler Foundation to A.P.G. A.P.G. is the recipient of a Career Development Award (CDA0048/2005) from the International Human Frontier Science Program Organization (HFSP)."
"10.1371/journal.pone.0003195","PLoS ONE","2008-09-17","Research Article","The research was partly funded by a Human Frontiers Science Program grant (RGP0054/2004-C), a European Commission grant (FP6-2005-NEST-Path Imp 043403-COBOL) and a NWO grant (Dutch Science Foundation). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0003196","PLoS ONE","2008-09-12","Research Article","MS is funded by the Human Frontiers Science Program (HFSP) and by the SECYT, PICT 38636. JEK has a fellowship from the National Research Council of Argentina (CONICET)."
"10.1371/journal.pone.0003477","PLoS ONE","2008-10-22","Research Article","We gratefully acknowledge financial support from the Human Frontier Science Program (HFSP, RGP 56/2005), ANR and PAT (Provincia Autonoma di Trento) to G.C.; and the National Science Foundation (SES-0452477) to A.R."
"10.1371/journal.pone.0003509","PLoS ONE","2008-10-23","Research Article","Part of the study was supported by a grant from the Juvenile Diabetes Research Foundation International. Aspects of the study were funded by a grant from the Center for the Study of Emerging Diseases, Jerusalem. FJQ was supported by a long-term fellowship from the International Human Frontier Science Program Organization. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0003611","PLoS ONE","2008-10-31","Research Article","This research was supported by grants from the US National Institutes of Health, the Penn Genome Frontiers Institute, and the Pennsylvania Department of Health, although the authors alone are responsible for the analyses, interpretations, and conclusions described herein."
"10.1371/journal.pone.0003792","PLoS ONE","2008-11-24","Research Article","This study was funded by grants from NIH (R01 EY015980 and R21 EY017737), NSF (BCS-0345746, BCS-0549036, and BCS-PR04-137 Center of Excellence for Learning in Education, Science, and Technology), and the Human Frontier Science Program Organization (RGP18/2004)."
"10.1371/journal.pone.0003832","PLoS ONE","2008-12-03","Research Article","This work was supported by grants from the Swedish Medical Research Council, the Swedish Foundation for Strategic Research, the Human Frontier Science Programme, and the European Research Council. V.I.P was supported by a PhD fellowship from the KI-NIH graduate programme. The study was conducted as part of Stockholm Brain Institute, a consortium for Cognitive and Computational Neuroscience in Stockholm, and PRESENCCIA (Presence: Research Encompassing Sensory Enhancement,Neuroscience, Cerebral-Computer Interfaces, and Applications) project, a European Union-funded project under the Information Society Technologies program. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0003917","PLoS ONE","2008-12-18","Research Article","This work was supported by a Korea Science and Engineering Foundation grant (#2006-04090, B.L.), 21ST frontier science program SC-2110 of Korea stem cell research center ( B.L.), and a National Health & Medical Research Council Program Grant (#280912, R.J.S)."
"10.1371/journal.pone.0004313","PLoS ONE","2009-01-29","Research Article","This research was funded entirely by Médecins sans Frontières-France and the UN Standing Committee on Nutrition. The funders had no role in study design, data analysis, decision to publish, or preparation of the manuscript. The MSF-France nutrition representative and Niger program officer provided their comments on the manuscript and are appropriately acknowledged."
"10.1371/journal.pone.0004354","PLoS ONE","2009-02-04","Research Article","KH is a postdoctoral fellow of the The International Human Frontier Science Program Organization. This work was also supported by the Norwegian Cancer Society, The Novo Nordisk Foundation, the Hartmann Family Foundation and the Research Council of Norway. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0004360","PLoS ONE","2009-02-10","Research Article","This study was supported by Kyoto University COE Program “Center of Excellence for Psychological Studies” and Kyoto University Global COE Program “Informatics Center for the Development of Knowledge Society Infrastructure”, MEXT, Japan and by the Grant-in-Aid for Scientific Research (C), 19500290, MEXT, Japan. Y.Y. is supported by the Japan Society for the Promotion of Science and the Kyoto University Venture Business Laboratory. R.K. is supported by Human Frontier Science Foundation. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0004398","PLoS ONE","2009-02-09","Research Article","This work was supported by NIOSH OH008282, NORA 92700Y, the Swedish Research Council, the Swedish Council for Working Life and Social Research, and the Human Frontier Science Program (HFSP). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0004509","PLoS ONE","2009-02-18","Research Article","SZ gratefully acknowledges a John Simon Guggenheim Fellowship to provide freedom to pursue frontiers of studying membrane protein structures. This work is supported in part by NIH. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0004714","PLoS ONE","2009-03-05","Research Article","We thank Dr. Morgan Sheng for GluR1-2 C-terminal antibodies and useful comments, Nanda Keijzer, Yasuko Nakamura and Samantha Spangler for preparing hippocampal cultures. This work was supported by grants from the EU (GRIPPANT, PL 005320), the MRC and the Wellcome Trust to JMH; the Netherlands Organization for Scientific Research (NWO Cognition program 051.02.010 to H.K. and NWO-ZonMw-VIDI award to C.C.H); the Dutch Brain foundation (13F05(2) to H.K.); the Royal Dutch Academy of Arts and Sciences (05CDP013) to H.K. and M.Z., the Human Frontier Science Program Career Development Award (HFSP-CDA to C.C.H) and the European Science Foundation European Young Investigators award (ESF-EURYI to C.C.H). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0004810","PLoS ONE","2009-03-11","Research Article","Human Frontier Science Program Organisation (HFSPO); The Vienna Science Research and Technology Fund (WWTF); The City of Vienna/Zentrum für Innovation und Technologie via the Spot of Excellence grant ‘Center of Molecular and Cellular Nanostructure’. KR was supported in part by the Deutsche Forschungsgemeinschaft (FOR629). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0005186","PLoS ONE","2009-04-13","Research Article","This work is supported by the IT R&D program of MIC/IITA [2006-S075-01 to HK Lee, Development of an early diagnostic system of metabolic syndrome based on nanosensor integrated network computing], a Korea Science and Engineering Foundation (KOSEF) grant (M10642140004-06N4214-00410 to YK Pak) and a grant from the 21C Frontier Functional Proteomics Project (FPR08A1-070 to YK Pak) from the Ministry of Education, Science & Technology, Korea. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0005455","PLoS ONE","2009-05-06","Research Article","This study was supported entirely by Medecins Sans Frontieres. MSF reviewed the final study protocol, had a role in the design and conduct of the study, collection, management, analysis and interpretation of the data and preparation of the manuscript."
"10.1371/journal.pone.0005482","PLoS ONE","2009-05-08","Research Article","This work was supported by grants from the National Institute on Aging, the National Institute of Neurological Disorders and Stroke: NS39345 and NS044157 (to GYB), and Brain Research Center grant from the 21st Century Frontier Research Program funded by the Ministry of Science and Technology, Republic of Korea (to HCK). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0005603","PLoS ONE","2009-05-19","Research Article","This work was supported by KAKENHI (Grant-in-Aid for Scientific Research) on Priority Areas “Systems Genomics”, KAKENHI(B), and WAKATE(B) from the Ministry of Education, Culture, Sports, Science and Technology (MEXT), Japan, and by the UEHARA Memorial Foundation. This work was also supported in part by Global COE Program in NAIST (Frontier Biosciences: strategies for survival and adaptation in a changing global environment), MEXT, Japan. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0005908","PLoS ONE","2009-06-15","Research Article","This work was supported in part by the Science Research Promotion Fund and the Academic Frontier Research Project Grant from the Promotion and Mutual Aid Corporation for Private Schools of Japan and by the Grant-in-Aid for Young Scientists from the Ministry of Education, Culture, Sports, Science and Technology of Japan. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0006338","PLoS ONE","2009-07-22","Research Article","Medecins Sans Frontieres funded the study. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0006659","PLoS ONE","2009-08-17","Research Article","This work was supported by the Swiss National Science Foundation, NCCR “Frontiers in Genetics”, the EU FP6 Integrated project “AnEUploidy” grants to SEA, and funding from the EU FP7 under grant agreement 219250 (to A.J.S.). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0006694","PLoS ONE","2009-08-20","Research Article","This is part of a series of papers arising from an NSF Frontiers in Biological Research grant (BR Schatz, PI) that uses large-scale analysis to explore the influences of heredity and the environment on brain gene expression and behavior. Other funding from the Fyssen Foundation (CA), the Illinois Sociogenomics Initiative (GER), NIH-DC 006395 (GER), USDA-NRI 2004-35604-14277 (GER) and a University of North Carolina Faculty Research Grant (SSS). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0006933","PLoS ONE","2009-09-09","Research Article","This work was supported by grants from the Swedish Medical Research Council, the Swedish Foundation for Strategic Research, the Human Frontier Science Programme, and the European Research Council. V.I.P was supported by a PhD fellowship from the KI-NIH graduate programme. The study was conducted as part of Stockholm Brain Institute, a consortium for Cognitive and Computational Neuroscience in Stockholm, and PRESENCCIA (Presence: Research Encompassing Sensory Enhancement, Neuroscience, Cerebral-Computer Interfaces, and Applications) project, a European Union-funded project under the Information Society Technologies program. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0006935","PLoS ONE","2009-09-09","Research Article","Human Frontier Science Program (CDA0034/2004-C) and Swiss National Science Foundation (PP00A-106737), both to Ch.F. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0007166","PLoS ONE","2009-09-24","Research Article","This work was supported by the 21st Century Frontier/Stem Cell Research Committee (SC5110) in Seoul Korea. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0007373","PLoS ONE","2009-10-09","Research Article","R.H.J. is supported by NRSA grant F31HD041893. Additional support was provided by National Institutes of Health grants R01HD24455 and R01HD35831 (to P.A.G.) as well as P20RR017695 (to J.A.S.). J.-S Lee is supported by FG-4-2 of the 21C Frontier Functional Human Genome Project from the Ministry of Science & Technology in Korea. G. Castellani is supported by a grant from National Institute of Nuclear Physics (INFN)-SHEILA grant, Bologna, Italy. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0007585","PLoS ONE","2009-10-23","Research Article","MZ is supported by the Human Frontier in Science Program (www.hfsp.org) Cross-Disciplinary Fellowship (LT00248/2008-C). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0007637","PLoS ONE","2009-11-10","Research Article","This project has been funded in whole or in part with federal funds from the National Cancer Institute, National Institutes of Health, under contract N01-CO-12400. The content of this publication does not necessarily reflect the views or policies of the Department of Health and Human Services, nor does mention of trade names, commercial products, or organizations imply endorsement by the U.S.Government. R.I.M. is a recipient of a FIRC-Fondazione Italiana Ricerca sul Cancro- fellowship. M.I. received Human Frontier Science Program Postdoctoral Fellowship. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0007685","PLoS ONE","2009-11-03","Research Article","This work was supported by the Wellcome Trust, Human Frontier Science Program, the EP Abraham Trust, the Engineering and Physical Sciences Research Council (EPSRC) and the Biotechnology and Biological Sciences Research Council (BBSRC). SL was supported by a Henry Goodger Scholarship. KG is a Wellcome Trust Principal Research Fellow. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0007725","PLoS ONE","2009-11-11","Research Article","Financial support was provided by a Bright Futures Top Achiever Scholarship (to MGA), the Hungarian Scientific Research Fund, OTKA, No.T48397 (to CM), and the Human Frontier Science Program (#RG105 to TG, PC, and MEH). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0007954","PLoS ONE","2009-11-23","Research Article","Funded by Médecins Sans Frontières, Brussels. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0008011","PLoS ONE","2009-11-24","Research Article","This study was supported by grants from the NRL (National Research Laboratory) Program, a Nuclear Research Grant, and the 21st Century Frontier Functional Human Genome Project. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0008077","PLoS ONE","2009-11-26","Research Article","This research was funded entirely by Médecins sans Frontières-France and Médecins sans Frontières-Spain. The funders had no role in study design, data analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0008599","PLoS ONE","2010-01-06","Research Article","This work was funded by Wellcome Trust Grant AL-077459 to RES for CL and by Human Frontier Science Programme Grant RGP0057/2005/C to RES for C-YC. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0008897","PLoS ONE","2010-02-02","Research Article","This work is supported by a grant from the Ministry of Education, Culture, Sport, Science and Technology, Japan to N.U. and M.O. and Human Frontier Science Program to J.N.. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0008928","PLoS ONE","2010-01-28","Research Article","This work was supported by the Max-Planck Society and the Human Frontier Science Program. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0008938","PLoS ONE","2010-02-03","Research Article","This work was supported by the ‘Katholieke Universiteit Leuven’ [GOA/08/011, CoE EF/05/007, CREA/08/023]; the Institute for the Promotion of Innovation by Science and Technology in Flanders [SBO-BioFrame]; the ‘Interuniversitaire attractiepolen’ [P6/25 (BioMaGNet)]; the ‘Fonds wetenschappelijk onderzoek’ [G.031805; G.032909]; and the Human frontier science program [RGY0079/207C]. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0009037","PLoS ONE","2010-02-05","Research Article","Funding was provided by the Sigrid Juselius Foundation, the National Graduate School in Informational and Structural Biology, the Frontier Funding of VTT-Technical Research Centre of Finland, and a grant (TYH7111) from the special government subsidy for health sciences research from the Helsinki University Central Hospital. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0009084","PLoS ONE","2010-02-05","Research Article","R.H.J. is supported by National Research Service Award (NRSA) grant F31HD041893. Additional support was provided by National Institutes of Health grants R01HD024455 and R01HD035831 (to P.G.), 1R01AG035328 (to J.S.), K25AG028753 (to N.N.) and P20RR017695 to J.A.S. J.-S. Lee is supported by FG-4-2 of the 21C Frontier Functional Human Genome Project from the Ministry of Science and Technology in Korea. G. Castellani is supported by grants from the National Institute of Nuclear Physics (INFN) in support of the SHEILA and EXCALIBUR projects. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0009120","PLoS ONE","2010-02-09","Research Article","This research was supported by the Global COE Program A06 to Kyoto University, National Science Council of Taiwan, the grant for Frontier and Innovative Research of National Taiwan University, and Japan-Taiwan Interchange Association. T.N. and N.O. were supported by Research Fellowship for Young Scientists (2103033) and Grant-in Aid for Young Scientists (B) (18770014), respectively, from Japan Society for the Promotion of Science. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0009210","PLoS ONE","2010-02-15","Research Article","Ziad Al Tanoury, Aliaksandr Halavatyi and Ermin Hadzic were supported by fellowships from the Ministère de la Culture, de l'Enseignement Supérieur et de la Recherche, Luxembourg, and from the Fonds National de la Recherche, Luxembourg. This work was supported by a grant of the Human Frontier Science Program (RGP0058/2005). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0009255","PLoS ONE","2010-02-17","Research Article","This work was supported by Principal Investigator Grants from Science Foundation Ireland (project numbers: SFI/01/F.1/B028; 08/IN.l/B2038) and a Research Stimulus Grant from the Department of Agriculture, Fisheries and Food (project number: RSF 06 406). B.J.L. is supported by a Science Foundation Ireland Research Professorship (grant number: 05/RP1/908/EC07). C.J.E. was supported by a Science Foundation Ireland Research Frontiers Programme (project number: 05/RF/MAT031). Science Foundation Ireland (SFI) website: http://www.sfi.ie. Department of Agriculture, Fisheries and Food (DAFF) website: http://www.agriculture.gov.ie/. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0009445","PLoS ONE","2010-03-23","Research Article","This study was supported by ETH Zurich, the Swiss National Science Foundation (Project FN 205321-112323/1), the Swiss Competence Centre for Materials Science and Technology (CCMX) and the International Human Frontier Science Program Organization (MLS). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0009497","PLoS ONE","2010-03-02","Research Article","This work was supported in part by the following grants (to R.M.): Israel Science Foundation grants number 759/01-1 and 546; Israel Cancer Research Fund project grant; and indirectly by a Human Frontiers Science Program grant and a Swedish Foundation for Strategic Research grant funding the Strategic Research Center for studies on Integrative Recognition in the Immune System, Karolinska Institute, Stockholm, Sweden. G.S. was supported by a Dean's excellence PhD scholarship of The Mina and Everard Goodman Faculty of Life Sciences. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0009514","PLoS ONE","2010-03-03","Research Article","This work was funded by the Human Frontiers Research Program, National Science and Engineering Research Council of Canada. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0009600","PLoS ONE","2010-03-09","Research Article","This work was supported by a grant from the 21st Frontier Proteomics Research of the Ministry of Science and Technology in the Republic of Korea and National Institutes of Health (NIH) grant GM 68849 (W.C.). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0009871","PLoS ONE","2010-03-25","Research Article","This work was funded by the Pasteur Institute Foundation, the French Ministry of Research and Technology (VIHPAL Program), Pharmaciens Sans Frontières Comité International, the Agence Universitaire de la Francophonie, Sanofi Aventis/French Ministry of Higher Education and Research (Combating Parasitic Diseases program). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0009889","PLoS ONE","2010-03-31","Research Article","This research was supported by a grant from the Human Frontier Science Program “An interdisciplinary approach to the problem of language and music specificity” (HFSP#RGP0053) to M. Besson and was conducted at the Institut de Neurosciences Cognitives de la Méditerranée, while R.L. Gordon was a graduate student. D. Schön and C. Astésano were supported by the HFSP grant; C. Magne benefitted from a “Cognitive Science” Fellowship from the French Ministry of Research; and R.L. Gordon benefited from a Fellowship from the American Academy of University Women. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0009929","PLoS ONE","2010-03-29","Research Article","M.E. gratefully acknowledges scholarship support of the Boehringer Ingelheim Fonds. This work was supported by an Alexander von Humboldt Postdoctoral Fellowship for R.D.W. and grants of the HFSP (Human Frontier Science Program) and of the DFG (German Science Foundation, DE-783/3-1) to E.D. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0010024","PLoS ONE","2010-04-07","Research Article","This study was supported by awards from the WM Keck Foundation and the Camille and Henry Dreyfus Foundation, and by grants from the National Institutes of Health (R33 CA128726, R21 CA126720, and P50 GM068762). TSG is a Human Frontier Science Program Postdoctoral Fellow. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0010168","PLoS ONE","2010-04-13","Research Article","This work was supported by grants from the National Institutes of Health [R01-DC005982]; the Human Frontiers Science Program; and the Damon Runyon Cancer Research Foundation [DRG-1766-03 to C.J.P.]. L.L. is an investigator of the Howard Hughes Medical Institute. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0010452","PLoS ONE","2010-05-04","Research Article","The Thyolo district HIV/AIDS program is supported by Médecins Sans Frontières. The authors are also very grateful to EuropeAid, the Directorate General of cooperation of the Belgium Government, Children's Investment Fund Foundation, the Global Fund for AIDS, Tuberculosis and Malaria, and the World Health Organization for their continuing support for HIV/AIDS activities in Malawi. The authors thank an anonymous donor for his support for operational research activities. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0010597","PLoS ONE","2010-05-12","Research Article","This work was supported by National Institutes of Health (NIH) GM 075252 (T.K.), the International Human Frontier Science Program Organization (E.B.) and the American Heart Association (S.S.). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0011823","PLoS ONE","2010-07-27","Research Article","This project was funded in part by Agence Nationale de la Recherche, Human Frontier Scientific Program and a EURY award from the European Science Foundation to F. T. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0011991","PLoS ONE","2010-08-05","Research Article","This work was supported in part by awards from the Binational Science Foundation, BSF Grant 2005344 (YK), the Prajs-Drimmer Institute for the Development of Anti-Degenerative Disease Drugs and the National Institute of General Medical Sciences, R01GM066717 (JFH). BR is supported by The International Human Frontier Science Program Organization. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0012054","PLoS ONE","2010-08-09","Research Article","The work was funded by a Human Frontier Science Program (http://www.hfsp.org/) young investigators' grant (RGY0069/2007-C) and a Leverhulme Trust (http://www.leverhulme.ac.uk/) project grant (F/00 094/AX) to PC and MEH. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0012301","PLoS ONE","2010-08-20","Research Article","JP was supported by the Human Frontier Science Program (LT00563/2005-C), NWG was supported by the Alexander von Humboldt Foundation and a Marie Curie Grant (219286) from the European Commission. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0012535","PLoS ONE","2010-09-02","Research Article","This work was supported partially by grants from the NRL (#2010-0000784) of the Ministry of Education, Science and Technology in Korea. MHC was also supported by the Nano Systems Institute-National Core Research Center (NSI-NCRC) program of KOSEF and Research Institute for Veterinary Science, Seoul National University, Korea. SKH, AMT, HTL are also grateful for the award of the BK21 fellowship. KHL was supported by 21C Frontier Functional Human Genome Project (FG03-0601-003-1-0-0) and National Nuclear R&D Program from Ministry of Science and Technology. GRB Jr was supported in part by grants from National Institutes of Health/National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIH/NIAMS) (AR056090) and National Institutes of Health/National Cancer Institute (NIH/NCI) (CA136059). Jongsun Park was supported by the National Research Foundation of Korea (NRF) grant funded by the Korea Government (MEST) (No. 2010-0001354). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
