"id","journal","publication_date","article_type","financial_disclosure"
"10.1371/journal.pone.0024663","PLoS ONE","2011-10-03","Research Article","The research has been funded by the European Community's Seventh Framework Programme (FP7/2007–2013) under grant agreement n° HEALTH-F2-2007-202224 eurIPFnet. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0024989","PLoS ONE","2011-09-15","Research Article","This work was funded by the Irish Research Council for Science, Engineering and Technology, co-funded by Marie Curie Actions under FP7, and by Science Foundation Ireland (grant number 08/IN.1/B1864). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0025065","PLoS ONE","2011-09-19","Research Article","The work was supported in part by the Danish Medical Research Council, Novo Nordisk Foundation and Arvid Nilsson's Foundation, the European Commission EUNEFRON (FP7, GA#201590), Aarhus University, and Genzyme Corporation. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0025100","PLoS ONE","2011-10-13","Research Article","This study was supported by a fellowship to LB by the “Institute for the Promotion of Innovation through Science and Technology in Flanders (IWT-Vlaanderen),” and by grants from the Belgian Science Policy program (IUAP, P6/31) and the European Union (LSHM-CT-2005-018833, EUGeneHeart) and from the EC FP7/2007-2013 under grant agreement no HEALTH-F2-2009-241526, EUTrigTreat (to K.R.S.). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0025375","PLoS ONE","2011-09-23","Research Article","This work was partly carried out under the HPC-EUROPA2 project (project number 228398), with the support of the European Community – Research Infrastructure Action of the FP7. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0025453","PLoS ONE","2011-09-30","Research Article","B.C. was funded by a grant from the IZKF Aachen (Interdisciplinary Centre for Clinical Research, grant number 520806). A.S. received funding from the European Research Council under the European Union's Seventh Framework Programme (FP7/2007-2013)/ERC Grant agreement number 263472). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0025529","PLoS ONE","2011-10-06","Research Article","The project was funded by the Agence Nationale de la Recherche (grant BLAN-0057-01) by the European Commission (NoE SoftComp) and by the Université Pierre et Marie Curie (grant from the FED21, Dynamique des Systèmes Complexes). Dr. Aimon was supported by a fellowship from the Fondation pour la Recherche Médicale. Dr. Toombes was supported by a Marie Curie Incoming International Fellowship from the European Commission and a grant from the Université Pierre et Marie Curie. Dr. Bassereau's group belongs to the French research consortium “CellTiss”. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript. ANR Website: http://www.agence-nationale-recherche.fr/. NoE SoftComp Website: http://www.eu-softcomp.net/. UPMC Website: http://www.upmc.fr/. EU FP7 Marie Curie Website: http://cordis.europa.eu/fp7/home_en.html. Fondation pour la Recherche Medicale Website: http://www.frm.org/."
"10.1371/journal.pone.0025531","PLoS ONE","2011-09-30","Research Article","This research was supported by grant 1.5.150.07 from the Fund for Scientific Research Flanders (FWO) to Kathleen Claes, by GOA grant BOF10/GOA/019 (Ghent University) and by Fighting Aneurysmal Disease [EC-FP7]. Kim De Leeneer is supported by the Vlaamse Liga tegen Kanker through a grant of the Foundation Emmanuel van der Schueren. Jan Hellemans is supported by a grant from the Fund for Scientific Research Flanders (FWO). This research has been made possible by funding from Hercules Foundation [AUGE/039] and industrieel onderzoeksfonds of Ghent University (UGent – IOF) StepStone and support of the NXTGNT consortium. Funding also received from Åke Wiberg Foundation (MA, JH) and The Swedish Royal Academy of Sciences also supported both MA and JH. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0025545","PLoS ONE","2011-10-05","Research Article","This work was supported by Telethon Foundation (S01010 and TCR08002 to V.B.), Cariplo Foundation (to V.B. and C.B.), Compagnia San Paolo Foundation (to V.B.), Fondazione Aldo e Cele Daccò per la ricerca scientifica (to V.B.), Vialli and Mauro Foundation for Research and Sport (to S.P. and V.B.), and the European Community's Seventh Framework Programme (FP7/2007–2013) under the Health Cooperation Programme, grant agreement n° 259867 (to V.B. and C.B.). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0025583","PLoS ONE","2011-09-29","Research Article","This project was supported by funding from the Knut and Alice Wallenberg Foundation (http://www.wallenberg.com/kaw/), as well as by the Swedish Research Council (http://www.vr.se/), Vinnova/Uppsala Bio (http://www.vinnova.se/), Uppsala Berzelii Center (http://www.berzelii.uu.se/), the European Community's 6th and 7th Framework Programs and European Community's Seventh Framework Program (http://cordis.europa.eu/fp7/home_en.html) (FP7/2007-2013) under grant agreement n° Health-F4-2008-201418 – READNA (REvolutionary Approaches and Devices for Nucleic Acid analysis) and grant agreement n 259796 (DiaTools). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0025599","PLoS ONE","2011-10-13","Research Article","This study was partially supported by the EC project STANIB (FP7-ERC, n. 229445), and the PRIN2009 grant from the Italian Ministry for Universities and Research. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0025665","PLoS ONE","2011-11-16","Research Article","The United Kingdom HIV Drug Resistance Database is partly funded by the Department of Health; the views expressed in the publication are those of the authors and not necessarily those of the Department of Health. Additional support is provided by Bristol-Myers Squibb, Gilead, Pfizer, and Tibotec (a division of Janssen-Cilag Ltd). Primary support for EuroSIDA is provided by the European Commission BIOMED 1 (CT94-1637), BIOMED 2 (CT97-2713), the 5th Framework (QLK2-2000-00773), the 6th Framework (LSHP-CT-2006-018632) and the 7th Framework (FP7/2007-2013, EuroCoord n° 260694) programmes. Current support also includes unrestricted grants by Gilead, Pfizer, and Merck and Co.; The participation of centres from Switzerland was supported by The Swiss National Science Foundation (Grant 108787). Additional funding provided to Deenan Pillay from the EU FP 7 CHAIN grant ( 223131). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0025669","PLoS ONE","2011-10-17","Research Article","This work was supported by the British Heart Foundation (grant number PG/07/059/23259). Dr. Jun Tan and Dr. Suat Tan thank the Malaysian Ministry of Higher Education for studentships. Dr. Ellison is a recipient of a Marie Curie International Re-integration grant from the FP7 EU Marie Curie Actions (PIRG02-GA-2007-224853). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0025680","PLoS ONE","2011-10-12","Research Article","MB's laboratory is funded by the Spanish Ministry of Science and Innovation Projects SAF2008-05384 and CSD2007-00017, European Union FP7 Projects 2007-A-201630 (GENICA) and 2007-A-200950 (TELOMARKER), European Research Council Advanced Grant GA#232854, Körber Foundation, Fundación Botín and Fundación Lilly (Spain). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0025770","PLoS ONE","2011-10-12","Research Article","The authors thank the support of the Centre National de la Recherche Scientifique, the Université Paul Cézanne and the Université de la Méditerranée (Unité Mixte de Recherche 6231). Dr. Borghgraef, Dr. Gielis, Dr. Van Leuven acknowledge support by Fonds Wetenschappelijk Onderzoek-Vlaanderen (FWO-Vlaanderen), Instituut voor Wetenschap en Techniek (IWT), KULeuven-Research Fund (BOF), KULeuven-Research & Development and EEC Framework programs FP6 & FP7. Dr. Dutschmann was supported by NHLBI (Cluster Grant R33HL087377). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0025832","PLoS ONE","2011-10-07","Research Article","This work was supported by the Bill & Melinda Gates Foundation Grand Challenges Explorations, Phase I (ID: 52226), Key Project of the Chinese National Program (2012ZX10003-004) and European Community (FP7 project TB-VIR, 200973). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0025878","PLoS ONE","2011-10-07","Research Article","The research was partially granted by EUBerry Project: EU FP7 KBBE–2010-4 Grant Agreement No. 265942. The GIP-USAL is financially supported by the Consolider-Ingenio 2010 Programme (FUN-C-FOOD, CSD2007-00063) and Junta de Castilla y León (Grupo de Investigación de Excelencia GR133). No additional external funding received for this study. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0025942","PLoS ONE","2011-10-14","Research Article","This work was funded by European Commission FP7 program grant “INFLA-CARE” (EC contract number 223151) to MP. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0025982","PLoS ONE","2011-10-05","Research Article","This work was supported by grant number AGL 2008-00387/ALI from the Spanish Government. The research leading to these results has received funding from the European Union's Seventh Framework Programme FP7 2007-2013 under grant agreement n° 244995 (BIOCLAIMS Project). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0026123","PLoS ONE","2011-10-27","Research Article","This work was supported by research grants from the National Institutes of Health (K08 CA142892 to S.S.K.; R01 CA 66635 to R.S.S.; and U01 CA153060 to N.A.E.), American Institute for Cancer Research (09-A116 to N.A.E.), and American Cancer Society Illinois Division (PSB 09-02 to N.A.E.). Institutional support was provided by the Digestive Disease Research Core Centers at UC and UNC (P30 DK42086 and P30 DK34987, respectively), The Cancer Research Foundation, the University of Chicago Comprehensive Cancer Research Center, development grants from the American Cancer Society Institutional Research Grant program and the Clinical Translational Science Award, and support from the Department of Medicine at the University of Chicago. The authors' Spanish partners were supported by Xunta de Galicia (PGIDIT 08CSA005208PR to A. Carracedo), ISCIII-Subdirección General de Evaluación y Fomento de la Investigación/FEDER (08/0024, 08/1276, PS09/02368 to A. Carracedo), Instituto de Salud Carlos III (Acción Transversal de Cáncer), Ministerio de Ciencia e Innovación (SAF2010-19273), Asociación Española contra el Cáncer (Fundación Científica y Junta de Barcelona), Fundació Olga Torres (to S.C.-B. and C.R.-P.), and FP7 CHIBCHA Consortium (A. Carracedo and S.C.B.). S.C.-B. is supported by a contract from the Fondo de Investigación Sanitaria (CP 03-0070). CIBERehd and CIBERER are funded by the Instituto de Salud Carlos III. The funders had no role in the study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0026167","PLoS ONE","2011-10-11","Research Article","L. Reguero is in receipt of a Predoctoral Fellowship from the Basque Country Government (BFI 07.286); I. Buceta is in receipt of a Predoctoral Fellowship from the Basque Country University. Dr. Pedro Grandes' laboratory is supported by The Basque Country Government grant GIC07/70-IT-432-07, by Ministerio de Ciencia e Innovación (SAF2009-07065) and by Red de Trastornos Adictivos, RETICS, Instituto de Salud Carlos III, MICINN, grant RD07/0001/2001. Dr. Giovanni Marsicano's laboratory is supported by AVENIR/INSERM (with the Fondation Bettencourt-Schueller), by ANR (ANR-06-NEURO-043-01), by European Foundation for the Study of Diabetes (EFSD), by the EU-FP7 (REPROBESITY, contract number HEALTH-F2-2008-223713) and European Commission Coordination Action ENINET (contract number LSHM-CT-2005-19063). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0026199","PLoS ONE","2011-10-12","Research Article","This study was funded in part by the Canadian Institutes of Health Research (CIHR) operating grants [MOP-81362], European Commission (EU-FP7; TBSusgent grant), and European and Developing Countries Clinical Trials Partnership [EDCTP (TB-NEAT grant)]. MP is a recipient of a CIHR New Investigator award and a Fonds de la recherche en sante du Quebec (FRSQ) establishment grant. AZ is a recipient of a CIHR doctoral fellowship. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript. No additional external funding received for this study."
"10.1371/journal.pone.0026397","PLoS ONE","2011-10-20","Research Article","This study was supported by funds from the Deutsche Forschungsgemeinschaft (HA 3423/3-1, ZI 708/7-1, 8-1), Deutsche Herzstiftung (F/13/10), European Union (FP6 EUGene Heart, FP7 Angioscaff), Novartis-Stiftung and Bundesministerium für Bildung und Forschung (DLR FKZ: 01GN0520). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0026492","PLoS ONE","2011-10-21","Research Article","The work presented has received funding from BioMar A/S and the EU under the Seventh Framework Programme FP7/2007-2013 under grant agreement number 214505.10. http://biomar.com/. http://epp.eurostat.ec.europa.eu/portal/page/portal/research_methodology/research/seventh_framework. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0026561","PLoS ONE","2011-11-10","Research Article","This research was partially funded by the European Commission's Seventh Framework Programme FP7/2007–2013) under grant agreement number 231500. The work described in this paper is conducted within the EU project RoboSKIN. No additional external funding was received for this study. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0026588","PLoS ONE","2011-10-26","Research Article","MF is a recipient of a graduate fellowship from the Generalitat de Catalonia. ICA was partially supported by National Institutes of Health (NIH) grants Nos 5G12RR008124-16A1 and 5G12RR008124-16A1S1. The biomedical Analysis Care Facility/BBRC/UTEP is funded by NIH grants 5G12RR008124-16A1 and 5G12RR008124-16A1S1. HAP is an ICREA Research Professor. Work in the laboratory of HAP is funded by the European Community's Seventh Framework Programme (FP7/2007-2013) under grant agreement N° 242095, by the Private Foundation CELLEX (Catalonia, Spain), and by the Spanish Ministry of Science and Innovation (SAF2009-07760). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0026622","PLoS ONE","2011-10-24","Research Article","This work was supported by the University of Lausanne, Canton de Vaud (Switzerland), by grants from the Swiss National Science Foundation to PF (130825 and 111974), a fellowship from the National Sciences and Engineering Research Council of Canada to VM, and a Marie Curie Intra-European program fellowship to TC (IEF-FP7-Project Number: 221254). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0026665","PLoS ONE","2011-10-20","Research Article","The authors declare funding from the following programs (see details for the role of each funders): Grants from the IFR41 of Université Lyon 1 (Molecular analysis and morphometric analysis); INSU INTERRVIE program (Molecular analysis and morphometric analysis); Fondation pour la Recherche sur la Biodiversité: (morphometric analysis); ANR-06-JCJC-0142 PALEO-CTD (sample collection); ANR Blanc FORCLIM (sample collection); ANR-09-BLAN-0348 POSEIDON (molecular analysis); BIOMARKS – Biodiversity of marine eukaryotes, funded by the FP7 Eranet Biodiversa (Molecular analysis). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0026709","PLoS ONE","2011-10-28","Research Article","The work was supported by the grant from the Polish Ministry of Science and Education (NN 518 409238), and by the Marie Curie Actions EU grant FP7-PEOPLE-2007-IRG-210538. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0026729","PLoS ONE","2011-11-03","Research Article","This work was funded by a grant from the Ellison Medical Foundation to GMC and a Marie Curie International Reintegration Grant within EC-FP7 to JPdM. YL was supported by a Postgraduate Scholarship from the Natural Sciences and Engineering Research Council of Canada. AH thanks support from a Biotechnology and Biological Sciences Research Council (BBSRC) studentship (BBD5265291). CWC and CGF were supported by the BBSRC (BBD5231861). Naked mole-rats used in this study were from the colony of RB housed at City College of New York and their care was supported by funding from National Institutes of Health/National Institute on Aging (AG-022891) to RB. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0026781","PLoS ONE","2011-11-02","Research Article","The research leading to these results received funding from the European Union Seventh Framework Programme FP7/2007–2013 under grant agreement n° 222773, and from the National Institute of Allergy and Infectious Diseases under contract n° HHSN 272 2009 00045C. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0026817","PLoS ONE","2011-10-26","Research Article","This study was founded by the EU-FP7 MEPHITIS project and by the Portuguese Foundation for Science and Technology (FCT) projects PTDC/BIA-BCM/72251/2006, PTDC/BIA-BCM/64745/2006 and PTDC/BIA-GEN/110383/2009. The Institute of Electronics and Telematics Enginnering of Aveiro (IEETA) supported the development of the Anaconda software package. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0026973","PLoS ONE","2011-11-01","Research Article","This study was supported by the Norwegian Research Counsil Globvac (185441, http://www.forskningsradet.no/servlet/Satellite?c=Page&cid=1253954270899&pagename=globvac%2FHovedsidemal) the EU FP6 and FP7 funded projects NASPANVAC (202083, http://www.naspanvac.com/introduction.asp) and PANFLUVAC (044115, http://www.panfluvac.org/)) and intramurally by the Influenza Centre, University of Bergen. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0027027","PLoS ONE","2011-11-03","Research Article","This work was supported by the Danish Council for Independent Research - Natural Sciences (grant# 272-07-0242 to JCS, #10-083348 to HB) and the European Community (FP7 grant #212631 to HB). The faculty of Natural Sciences at the University of Aarhus supported SB's PhD studies. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0027126","PLoS ONE","2011-11-03","Research Article","The research leading to these results has received funding from the Internal Grant Agency of the Ministry of Health of the Czech Republic (NS/10528-3), the European Union's Seventh Framework Programme FP7 2007-2013 under grant agreement n° 244995 (BIOCLAIMS), EPAX AS (Norway), and the EFSD New Horizons research grant. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0027177","PLoS ONE","2011-11-23","Research Article","The research leading to these results received funding from the European Union's Seventh Framework Programme (FP7/2007-2013) under grant agreement no. 211820 and the Teagasc Walsh Fellowship programme and independently of any commercial input, financial or otherwise. The authors have no financial or personal conflict of interest in regard to the present study. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0027414","PLoS ONE","2011-11-10","Research Article","This research has been partially funded by Spanish Ministry of Science and Innovation (MICINN) grant BES-2007-16220 and project TIN2009-14421, by the UPM and Madrid Regional Government and by research project BACTOCOM funded by European Commission under FP7, FET proactive program. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0027477","PLoS ONE","2011-11-16","Research Article","This study was funded by United Kingdom Medical Research Council grant number G0701235. TO is funded by EU FP7 project NEWTBVAC. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0027539","PLoS ONE","2011-11-10","Research Article","This study was supported by grants from the Italian Ministry of Health: 'Ricerca Corrente', Ricerca Finalizzata 06.76.1, 07.103, RF-IMI-2009-1302952, and grants from the European Community (HEALTH-F3-2009-241642 and 40H58 and EU-FP7 NEWTBVAC as well as EU-FP7 IDEA project). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0027605","PLoS ONE","2011-11-15","Research Article","This work was supported by grants from the European Community's Seventh Framework Programme (FP7/2007–2013)(No. 226556) http://ec.europa.eu/research/fp7/index_en.cfm, Chinese “863” National Programs for High Technology Research and Development (Grant No.: 2011AA10A211) http://www.most.gov.cn/, and the International Science and Technology Cooperation Program of Gansu Province (Grant No. 1011WCGA160) http://www.gsstc.gov.cn/index.php. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0027663","PLoS ONE","2011-11-14","Research Article","This study is a contribution to a regional seabird tracking program funded by the Pew Environment Group (Pew Fellowship Award in Marine Conservation to MLC), the French Fédération de Recherche sur la Biodiversité (FRB, programme “Biodiversité des Iles de L'Océan Indien” convention AOOI-07–011), the European Union (program Run Sea Sciences FP7, Capacities, RegPot 2008–1), the French Secrétariat d’Etat à l’Outre MER (SEOM, programme REPONCE), and the Parc National de La Réunion. PP benefited from a Ph.D. Grant of the Conseil Regional de la Réunion and the European Social Fund. AJ and EC both benefited from postdoc grants of the European Union (programs Run EMERGE and Run Sea Science, respectively). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0027704","PLoS ONE","2011-11-16","Research Article","The research leading to these results has received funding from the European Union Seventh Framework Programme [FP7/2007–2013] under grant agreement n° 222916. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0027713","PLoS ONE","2011-11-16","Research Article","This work was supported by the European Community's Seventh Framework Programme (FP7/2007-2013) under grant agreement n°201762 and by Ministero dell'Università e della Ricerca Scientifica (MIUR), Progetti di Interesse Nazionale (PRIN) 2008 (code number 2008Y8RZTF). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0027763","PLoS ONE","2011-11-17","Research Article","KK (087262/Z/08/Z) and SDL (088590/Z/09/Z) are funded by the Wellcome Trust, London, United Kingdom. RGW is funded by a Medical Research Council (UK) Methodology Research Fellowship (G0802414), the Bill and Melinda Gates Foundation (19790.01), and the EU FP7 (242061). JJL is funded by the Consortium to Respond Effectively to the AIDS TB Epidemic, United States, funded by the Bill and Melinda Gates Foundation. RW is funded by IEDEA (International epidemiologic Databases to Evaluate AIDS) (5U01AI069924-02, CEPAC (Cost Effectiveness of Preventing AIDS Complications) (5 R01 AI058736-02), USAID Right to Care (CA 674 A 00 08 0000 700), CIPRA (Comprehensive International Programme of Research on AIDS) (IU19AI53217-07). LGB is funded by the National Institutes of Health (NIH) CIPRA (Comprehensive International Programme of Research on AIDS) (1U19AI53217). KM is funded by the NIH CIPRA (Comprehensive International Programme of Research on AIDS) (1U19AI53217), Wellcome Trust Strategic award CIDRI, Cape Town (WT084323MA). Funding for the CIPRA-SA trial was provided by the Division of AIDS (DAIDS) of the National Institute of Allergy and Infectious Diseases, the National Institutes of Health, through the grant number 1U19AI53217-01. The funders had no role in the study design, data collection and analysis, decision to publish or preparation of the manuscript."
"10.1371/journal.pone.0027805","PLoS ONE","2011-11-18","Research Article","This work was supported by the Medical Research Centre [G0900950], Wellcome Trust [WT081703MA] and the European Community's Seventh Framework Programme [FP7/2007–2013] under the project EMPERIE, EC grant agreement number 223498. DPD is funded by the Medical Research Council Centre for Molecular Medical Virology [G07008], JB and ERG receive funding from the UCL/UCLH National Institute for Health Research Comprehensive Biomedical Research Centre. PK, ALP, SJW and IY-CL are funded by the Wellcome Trust Sanger Institute. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0027833","PLoS ONE","2011-12-09","Research Article","This work was supported by grants from the French National Research Agency (ANR -08-GENM-041 “Gametogenes”), the European 7th Framework Program (FP7 ref 245119 “REPROSEED”) and the Regional Council of Basse-Normandie (France) (fifth research regional program and a doctoral grant to AF). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0027955","PLoS ONE","2011-12-02","Research Article","This work was supported by grants from the Italian Telethon Foundation (Core Grant TIGET), the Italian Ministry of University and Research (PRIN 2008), and the European Commission (FP7, PERSIST). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0027962","PLoS ONE","2011-11-17","Research Article","This work was supported by the Specific Targeted Research Projects “ALLFUN” (FP7-HEALTH-2010-single-stage, contract number 260338) and “SYBARIS” (FP7-HEALTH-2009-single-stage contract number 037899), by the Fondazione per la Ricerca sulla Fibrosi Cistica (FFC#21/2010) and by the Fondazione Cassa di Risparmio di Perugia (2009.020.0021). CC and AC were financially supported by fellowships from Fundação para a Ciência e Tecnologia, Portugal (contracts SFRH/BD/65962/2009 and SFRH/BPD/46292/2008, respectively). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0028109","PLoS ONE","2011-12-12","Research Article","This work was supported by the Regional Council of Reunion Island, the French Ministry of Overseas, the ‘Run Sea Science’ (Theme - Capacity Building, contract 229968) and the ‘MADE: Mitigating adverse ecological impacts of open ocean fisheries’ (Theme 2 Food, Agriculture, Fisheries and Biotechnology, contract 210496) FP7 European projects. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0028131","PLoS ONE","2011-11-30","Research Article","This work was supported by the German Ministry of Education (project code SARS II 01KI1005A) and grants from the European Commission (contracts FP7-EVA number 228292 and FP7-EMPERIE number 223498). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0028210","PLoS ONE","2011-12-21","Research Article","This work was supported by the French National Research Agency under grant agreement ANR-09-BLAN-0051-04 and by the European Community's Seventh Framework Programme under grant agreement FP7-246513. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0028366","PLoS ONE","2011-11-29","Research Article","DH acknowledges support from the Swedish Science Research Council (VR), the European Union (FP6 and FP7 programmes; projects EAR and PAR), Vinnova (P35553-1), and SSF (RBa08-0063). JL and SC were each supported by postdoctoral stipends from the Carl Trygger Foundation. JEG and AD acknowledges support from the National Institutes of Health: SC1GM083882-01; R25 GM07667-30 (NMSU-MARC PROGRAM); S06 GM61222-05 (NMSU-MBRS-RISE PROGRAM); and P20RR016480 from the NM-INBRE Program of the National Center for Research Resources. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0028448","PLoS ONE","2011-12-05","Research Article","This work was supported by SYNTHESYS2 made available by the European Community Research Infrastructure under FP7 [‘Synthesis of Systematic Resources’, 226506-CP-CSA-Infra]. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0028494","PLoS ONE","2011-12-05","Research Article","This work was funded by the Netherlands Genomics Initiative, through the Kluyver Centre for Genomics of Industrial Fermentation. The work of BMB and HVW is further funded by IOP Genomics, EU-FP7, SysMO, the Netherlands Centre for Systems Biology (NCSB), and a Rosalind Franklin Fellowship to BMB and grants from the BBSRC (in particular BB/C008219/1 and BBE0037291) to HVW. FJB is funded by NISB. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0028532","PLoS ONE","2011-12-09","Research Article","This study was supported by the National Institutes of Health/National Institute on Deafness and Other Communication Disorders Grant R01DC004295 to BS (http://www.nidcd.nih.gov/Pages/default.aspx). SO is supported by the European Commission under PSIMEx, contract number FP7-HEALTH-2007-223411 http://www.psimex.org/. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0028595","PLoS ONE","2012-01-10","Research Article","MT, AE and FA were supported by Portuguese Fundacao para a Ciencia e a Technologia and Fondo Europeo de Desarrollo Regional through project INVASEA (PTDC/MAR/098069/2008). MT was also supported by the Danish National Science Research Foundation. JK was supported by the European Union FP7 research project VECTORS (266445) and the Estonian research projects SF0180013s08 and ESF8254. BS was supported in part by a National Science Foundation CAREER grant (BIO-OCE 105690). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0028646","PLoS ONE","2011-12-28","Research Article","The authors acknowledge funding by the European Union FP7 Project HiperDART, by the Italian Ministry of Health Project ISITAD (RF2007conv. 42), and by the PAT funded Project ENVIROCHANGE. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0028685","PLoS ONE","2011-12-28","Research Article","The European Union International Outgoing Fellowship Marie Curie number 221146 (DynaCa-DA) both funded this project and supported EI (http://ec.europa.eu/research/fp7/understanding/marie-curieinbrief/europe-world_en.html). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0028755","PLoS ONE","2011-12-14","Research Article","The data were collected and analysed within the framework of the EU FP6 and FP7 projects HERMES (Hotspot Ecosystem Research on the Margins of European Seas, Contract number GOCE-CT-2005-511234) and HERMIONE (Hotspot Ecosystem Research and Man's Impact ON European Seas, Contract number 226354), the European Research Council Starting Grant Project CODEMAP (Complex Deep-Sea Environments: Mapping habitat heterogeneity As Proxy for biodiversity, Starting Grant no: 258482) and with support of the UK NERC (Natural Environment Research Council) OCEANS2025 programme. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
